date,store,promo,holiday,year,month,day,dayofweek,is_weekend,sales,prediction
2022-09-23,3,1,0,2022,9,23,4,0,219.06,246.3869476412874
2022-11-03,4,0,0,2022,11,3,3,0,226.41,220.5163464557627
2023-06-04,7,0,0,2023,6,4,6,1,223.22,208.05151186743024
2022-12-07,1,0,0,2022,12,7,2,0,242.68,223.292803991877
2022-12-08,8,1,0,2022,12,8,3,0,255.19,254.27620894514257
2022-05-22,3,0,0,2022,5,22,6,1,184.59,187.35478057440196
2022-07-16,7,0,0,2022,7,16,5,1,201.68,193.45329479757493
2022-03-17,6,0,0,2022,3,17,3,0,221.7,208.74255248747068
2023-10-20,10,0,0,2023,10,20,4,0,206.65,236.64587313198717
2023-08-19,4,0,0,2023,8,19,5,1,221.28,212.36349821652402
2022-03-05,3,0,0,2022,3,5,5,1,172.89,186.2903064748025
2022-11-14,8,0,0,2022,11,14,0,0,212.96,227.55697010564472
2023-10-01,9,0,0,2023,10,1,6,1,227.03,214.70406365475355
2022-07-10,10,0,0,2022,7,10,6,1,180.17,192.21236607441824
2022-11-03,3,1,1,2022,11,3,3,0,283.5,291.42673184040177
2023-09-23,10,1,0,2023,9,23,5,1,230.26,246.63379724135302
2023-01-23,6,0,0,2023,1,23,0,0,229.79,229.83157484966796
2023-10-19,8,0,0,2023,10,19,3,0,245.01,238.14202012285386
2022-03-13,9,0,0,2022,3,13,6,1,200.44,185.81503255481948
2022-09-11,10,0,0,2022,9,11,6,1,186.56,195.28342370035534
2022-12-30,1,0,1,2022,12,30,4,0,257.89,259.241779986085
2023-10-12,10,0,0,2023,10,12,3,0,231.17,238.65245665831026
2023-12-27,9,0,0,2023,12,27,2,0,264.43,243.4748795428386
2022-12-12,7,0,1,2022,12,12,0,0,272.4,268.79942369773926
2022-03-05,7,0,0,2022,3,5,5,1,185.51,187.31117954570072
2023-12-08,8,0,0,2023,12,8,4,0,226.08,239.20649422246788
2022-06-19,10,0,0,2022,6,19,6,1,184.0,190.67683726145333
2023-01-08,4,0,0,2023,1,8,6,1,216.13,199.60821299941745
2023-12-17,7,0,0,2023,12,17,6,1,226.63,217.26468474524154
2022-04-30,10,0,0,2022,4,30,5,1,174.81,189.6123631618466
2022-07-24,10,0,0,2022,7,24,6,1,181.72,192.21236607441824
2022-06-13,5,1,0,2022,6,13,0,0,227.5,250.31713184313412
2022-06-03,10,0,0,2022,6,3,4,0,179.69,212.3634284709551
2023-10-05,3,0,0,2023,10,5,3,0,235.4,236.86592878423107
2023-09-25,1,0,0,2023,9,25,0,0,234.43,240.8397140147863
2022-10-31,4,0,1,2022,10,31,0,0,270.09,264.9627112686212
2023-04-21,4,1,0,2023,4,21,4,0,251.66,257.1048512533307
2022-06-21,8,0,0,2022,6,21,1,0,219.44,217.87274251448252
2022-01-27,7,0,0,2022,1,27,3,0,211.49,205.92671312925813
2023-08-10,10,0,0,2023,8,10,3,0,233.71,235.58139903237316
2022-03-03,8,0,0,2022,3,3,3,0,203.66,209.2529890229198
2022-05-25,4,0,0,2022,5,25,2,0,236.93,213.30975710428174
2023-04-26,8,0,0,2023,4,26,2,0,241.73,230.93543077137292
2023-12-01,5,0,1,2023,12,1,4,0,266.99,278.4029824661411
2022-08-22,6,0,0,2022,8,22,0,0,219.43,222.43994713128632
2023-08-14,9,0,0,2023,8,14,0,0,246.3,241.34593134362513
2023-07-16,6,0,0,2023,7,16,6,1,217.63,209.33182241267787
2022-02-04,3,1,0,2022,2,4,4,0,205.27,235.6382459505112
2022-07-31,4,1,0,2022,7,31,6,1,230.79,221.88451707357308
2022-08-13,6,0,0,2022,8,13,5,1,196.57,194.73360534281528
2023-05-18,2,0,0,2023,5,18,3,0,221.93,228.93306645166012
2023-04-17,4,0,0,2023,4,17,0,0,229.95,233.92772475312086
2023-09-20,4,0,0,2023,9,20,2,0,264.09,237.59220176530653
2022-04-07,10,1,1,2022,4,7,3,0,271.43,282.46455802370474
2023-11-15,8,0,0,2023,11,15,2,0,251.03,241.68413246214914
2023-05-19,6,0,1,2023,5,19,4,0,261.71,267.90949904308945
2022-11-15,8,0,0,2022,11,15,1,0,231.3,225.55038657932164
2022-05-22,5,0,0,2022,5,22,6,1,186.72,187.86521710985835
2023-05-04,9,1,0,2023,5,4,3,0,277.84,261.92305493124877
2023-10-13,10,0,0,2023,10,13,4,0,219.02,236.64587313198717
2022-10-03,3,0,0,2022,10,3,0,0,195.92,224.74534995404974
2023-09-26,4,0,0,2023,9,26,1,0,258.48,239.5987852916369
2023-03-29,8,1,0,2023,3,29,2,0,265.34,260.6033625639102
2023-09-12,7,0,0,2023,9,12,1,0,242.3,240.36444009481784
2022-10-13,4,0,0,2022,10,13,3,0,234.53,218.98081764279777
2023-01-10,4,1,1,2023,1,10,1,0,326.0,298.4801584402521
2022-11-02,9,0,0,2022,11,2,2,0,259.67,223.79902132071584
2023-06-15,8,0,0,2023,6,15,3,0,229.52,231.99990487098694
2023-12-09,1,1,0,2023,12,9,5,1,240.41,248.94341927072674
2022-05-07,5,0,0,2022,5,7,5,1,182.65,189.8718006361887
2023-01-24,9,0,0,2023,1,24,1,0,256.37,228.59064612652583
2023-04-04,8,0,1,2023,4,4,1,0,266.89,272.9041573445502
2022-03-14,1,1,0,2022,3,14,0,0,246.39,244.6896723333266
2022-03-10,7,0,0,2022,3,10,3,0,223.06,208.99777075519523
2023-04-05,7,0,0,2023,4,5,2,0,240.58,230.68021250364836
2022-09-14,10,0,0,2022,9,14,2,0,214.44,220.9831819625033
2023-04-06,2,0,0,2023,4,6,3,0,224.4,227.3975376386952
2023-02-16,4,1,1,2023,2,16,3,0,314.27,296.00252020057087
2023-01-31,2,1,1,2023,1,31,1,0,293.17,297.969721904803
2023-05-27,2,0,0,2023,5,27,5,1,191.65,207.24647524216562
2023-12-01,9,0,0,2023,12,1,4,0,245.82,239.46171249019244
2022-06-28,9,0,0,2022,6,28,1,0,253.75,218.12796078220708
2023-06-30,8,0,0,2023,6,30,4,0,216.38,229.99332134466385
2023-03-08,5,0,0,2023,3,8,2,0,241.67,228.63424715522706
2022-12-25,6,0,0,2022,12,25,6,1,203.07,198.86913706835912
2022-04-28,3,0,0,2022,4,28,3,0,204.45,209.5124264972619
2022-09-14,6,0,0,2022,9,14,2,0,241.16,219.96230889160506
2022-03-21,6,0,0,2022,3,21,0,0,213.84,214.7623030664472
2023-12-10,6,1,0,2023,12,10,6,1,261.19,248.21292708302644
2023-09-06,2,0,0,2023,9,6,2,0,230.77,237.0817652298574
2023-12-12,10,0,0,2023,12,12,1,0,246.6,245.7366813369008
2023-03-17,1,0,0,2023,3,17,4,0,218.13,223.60020703167538
2023-01-06,2,1,0,2023,1,6,4,0,225.54,251.98782827897958
2023-03-24,4,0,0,2023,3,24,4,0,224.24,224.36586183485633
2022-01-29,8,0,0,2022,1,29,5,1,178.48,184.49534018748818
2023-10-12,1,0,0,2023,10,12,3,0,255.34,236.35549224877468
2022-03-28,3,0,0,2022,3,28,0,0,189.01,213.99664826327353
2023-03-14,8,0,0,2023,3,14,1,0,235.08,231.4064854847311
2022-08-18,9,0,0,2022,8,18,3,0,232.34,217.18585135549074
2023-10-25,4,0,1,2023,10,25,2,0,293.63,279.0898736251256
2023-08-07,5,0,0,2023,8,7,0,0,223.88,240.32505827271962
2022-05-21,8,0,0,2022,5,21,5,1,186.25,190.63745543936238
2023-09-23,1,0,0,2023,9,23,5,1,224.62,213.13337222631526
2023-01-24,7,0,0,2023,1,24,1,0,236.6,228.08020959106943
2023-06-04,2,0,0,2023,6,4,6,1,193.28,206.77542052880744
2023-08-31,7,1,0,2023,8,31,3,0,272.69,266.01920483470167
2023-04-28,1,0,0,2023,4,28,4,0,221.41,225.13573584464757
2022-05-05,3,1,0,2022,5,5,3,0,238.04,242.25141591574356
2022-10-24,7,0,1,2022,10,24,0,0,260.7,265.72836607180216
2022-01-03,3,1,0,2022,1,3,0,0,217.58,242.1290512428459
2022-05-01,5,0,0,2022,5,1,6,1,178.81,187.86521710985835
2023-05-16,8,0,1,2023,5,16,1,0,280.04,274.4396861575224
2022-12-20,5,1,0,2022,12,20,1,0,249.96,257.52372119462234
2022-02-03,6,0,0,2022,2,3,3,0,215.49,207.20702367450576
2023-05-11,6,0,0,2023,5,11,3,0,248.42,229.95393952256563
2022-01-28,8,1,1,2022,1,28,4,0,258.79,275.34095152302325
2023-07-29,7,0,0,2023,7,29,5,1,215.65,211.59362420673278
2022-11-02,5,0,0,2022,11,2,2,0,235.35,222.77814824981033
2022-12-09,2,0,0,2022,12,9,4,0,209.14,219.5348552069554
2023-03-12,7,0,0,2023,3,12,6,1,213.3,203.44492542852822
2023-03-18,4,0,0,2023,3,18,5,1,213.99,204.6858541516849
2022-07-20,3,1,0,2022,7,20,2,0,240.3,247.32905706799647
2022-08-24,4,0,0,2022,8,24,2,0,243.92,217.91634354318376
2022-11-09,9,0,0,2022,11,9,2,0,251.63,223.79902132071584
2023-03-09,8,0,0,2023,3,9,3,0,228.01,227.39331843207765
2022-06-27,5,0,0,2022,6,27,0,0,197.92,219.11367123762466
2022-11-23,6,0,0,2022,11,23,2,0,239.65,223.03336651754216
2023-11-25,9,0,0,2023,11,25,5,1,230.41,218.2461759940561
2022-12-23,10,0,0,2022,12,23,4,0,198.44,221.57660134876642
2022-04-01,9,0,1,2022,4,1,4,0,251.17,248.99929562414036
2023-11-06,8,0,0,2023,11,6,0,0,230.19,245.69729951480258
2023-11-10,2,0,0,2023,11,10,4,0,211.1,236.13965580314834
2023-01-21,3,1,0,2023,1,21,5,1,220.43,232.5630388635327
2022-12-05,3,0,0,2022,12,5,0,0,208.36,227.81640757998684
2022-11-04,6,0,0,2022,11,4,4,0,215.79,219.020199464896
2022-01-16,3,1,0,2022,1,16,6,1,200.15,212.4161259280445
2022-02-05,1,0,0,2022,2,5,5,1,188.26,184.2443411263812
2023-03-21,1,0,0,2023,3,21,1,0,246.15,229.6199576106519
2022-06-19,4,0,0,2022,6,19,6,1,210.79,189.1455276550987
2022-01-05,6,0,0,2022,1,5,2,0,228.16,207.67807838785666
2022-09-17,5,0,0,2022,9,17,5,1,186.81,196.01391588805564
2023-07-11,2,0,0,2023,7,11,1,0,233.54,236.01729113025067
2023-01-20,9,0,0,2023,1,20,4,0,228.74,222.5708955475493
2022-03-07,7,0,0,2022,3,7,0,0,208.07,215.01752133417176
2023-05-12,5,0,0,2023,5,12,4,0,218.69,227.692137728518
2023-11-09,3,1,0,2023,11,9,3,0,253.09,269.60491820270545
2023-03-23,4,1,0,2023,3,23,3,0,273.07,257.5759059666889
2023-01-02,6,0,0,2023,1,2,0,0,223.94,229.83157484966796
2023-04-25,10,0,0,2023,4,25,1,0,224.07,233.4524508331524
2022-08-10,3,0,0,2022,8,10,2,0,230.41,217.6611252754592
2022-07-14,8,0,0,2022,7,14,3,0,221.2,215.395104274794
2022-08-21,3,0,0,2022,8,21,6,1,188.01,191.96136701331125
2022-09-26,8,0,0,2022,9,26,0,0,203.7,224.48591247970762
2023-12-04,8,0,0,2023,12,4,0,0,235.3,247.2328283277675
2023-12-17,5,1,0,2023,12,17,6,1,243.33,247.95770881530188
2023-01-08,1,0,0,2023,1,8,6,1,212.73,198.8425581962365
2023-08-21,8,0,1,2023,8,21,0,0,262.06,281.05285612274747
2023-05-18,7,0,0,2023,5,18,3,0,234.98,230.2091577902902
2022-12-09,10,0,0,2022,12,9,4,0,199.72,221.57660134876642
2022-05-21,1,0,0,2022,5,21,5,1,199.0,188.8509275652832
2023-05-20,7,0,0,2023,5,20,5,1,207.76,208.52256658079568
2022-02-09,7,0,0,2022,2,9,2,0,225.36,209.4688254685534
2022-08-14,10,0,1,2022,8,14,6,1,235.35,233.71003793423733
2022-06-05,9,0,0,2022,6,5,6,1,203.55,190.42161899372877
2023-12-16,1,0,0,2023,12,16,5,1,226.69,217.73995866521727
2022-09-26,5,0,0,2022,9,26,0,0,214.65,223.72025767653395
2023-08-30,9,1,0,2023,8,30,2,0,285.13,268.53622489648114
2022-02-21,7,0,0,2022,2,21,0,0,208.56,213.48199252120685
2023-12-27,7,0,0,2023,12,27,2,0,260.09,242.9644430073895
2023-02-11,1,0,0,2023,2,11,5,1,205.06,202.38467053553904
2022-01-21,1,0,0,2022,1,21,4,0,196.16,202.3888199965877
2022-10-02,2,0,0,2022,10,2,6,1,187.4,194.7772063715165
2023-08-30,7,0,0,2023,8,30,2,0,257.87,236.8223277555153
2022-08-10,4,0,0,2022,8,10,2,0,232.35,217.91634354318376
2022-12-22,4,0,0,2022,12,22,3,0,231.11,222.05187526873488
2022-07-20,4,0,0,2022,7,20,2,0,232.8,216.38081473021884
2022-01-23,9,0,0,2022,1,23,6,1,202.02,182.74397492888966
2022-02-12,1,0,0,2022,2,12,5,1,186.06,184.2443411263812
2023-10-03,4,1,0,2023,10,3,1,0,293.0,272.33777471011854
2023-03-28,5,0,0,2023,3,28,1,0,236.87,230.64083068155742
2022-04-13,5,0,0,2022,4,13,2,0,217.68,212.0294465590341
2023-03-21,5,0,0,2023,3,21,1,0,239.92,230.64083068155742
2022-01-20,7,0,0,2022,1,20,3,0,212.39,205.92671312925813
2022-01-12,1,0,1,2022,1,12,2,0,266.23,246.36413009608077
2023-01-16,7,0,0,2023,1,16,0,0,221.02,230.08679311739252
2023-03-24,2,0,0,2023,3,24,4,0,212.26,223.85542529940722
2023-05-03,3,1,0,2023,5,3,2,0,265.26,262.3983288512245
2022-11-08,4,0,1,2022,11,8,1,0,286.0,264.4916565552703
2023-11-05,4,0,0,2023,11,5,6,1,232.36,214.96350112909568
2022-08-04,6,0,0,2022,8,4,3,0,237.56,216.4201965523098
2022-10-24,2,0,0,2022,10,24,0,0,203.42,224.49013168632519
2022-07-18,6,0,0,2022,7,18,0,0,215.33,220.9044183183214
2022-03-11,5,0,0,2022,3,11,4,0,185.53,206.48075069342303
2022-08-20,2,0,1,2022,8,20,5,1,225.46,233.67487531876395
2023-12-01,4,0,0,2023,12,1,4,0,236.47,238.18562115156965
2022-04-06,5,1,0,2022,4,6,2,0,256.15,243.23290716454358
2023-02-23,5,0,0,2023,2,23,3,0,233.01,225.09213481593906
2022-02-11,8,1,0,2022,2,11,4,0,236.44,236.91433728914126
2022-01-06,2,0,0,2022,1,6,3,0,207.22,204.65062179063534
2022-01-21,7,0,0,2022,1,21,4,0,194.35,203.92012960293505
2023-12-12,2,0,0,2023,12,12,1,0,234.76,243.69493519508978
2023-11-17,4,0,0,2023,11,17,4,0,239.44,236.65009233859746
2022-12-03,6,0,1,2022,12,3,5,1,242.81,240.8378636415364
2022-07-06,2,0,0,2022,7,6,2,0,220.97,215.87037819476245
2022-09-06,9,0,0,2022,9,6,1,0,241.66,222.7345472211091
2023-08-06,8,1,0,2023,8,6,6,1,235.55,242.58124836660136
2023-03-16,6,1,1,2023,3,16,3,0,305.35,298.0484855489922
2022-06-21,10,0,1,2022,6,21,1,0,243.02,258.34532209677855
2023-08-15,8,0,0,2023,8,15,1,0,237.94,239.08412954957748
2023-08-06,4,0,0,2023,8,6,6,1,226.84,210.35691469019366
2022-06-14,3,0,0,2022,6,14,1,0,221.72,216.59665117585246
2023-11-08,8,1,0,2023,11,8,2,0,285.62,272.8875930676586
2022-04-02,2,0,0,2022,4,2,5,1,174.51,187.57061702004285
2023-09-30,2,0,0,2023,9,30,5,1,201.29,213.38859049403982
2022-03-04,6,0,0,2022,3,4,4,0,203.71,206.7359689611476
2023-12-20,9,0,0,2023,12,20,2,0,275.05,243.4748795428386
2022-05-01,2,1,1,2022,5,1,6,1,250.45,258.26516595904104
2022-09-28,2,0,0,2022,9,28,2,0,215.21,218.94143582069955
2022-11-04,8,0,0,2022,11,4,4,0,206.39,219.5306360003451
2023-04-10,6,0,0,2023,4,10,0,0,225.58,234.43816128857725
2022-06-27,3,1,0,2022,6,27,0,0,227.04,249.806695307685
2022-07-27,3,0,0,2022,7,27,2,0,221.87,216.125596462487
2022-07-29,7,0,0,2022,7,29,4,0,202.9,213.13330248074635
2022-09-11,5,0,0,2022,9,11,6,1,185.03,194.00733236172528
2023-03-19,8,0,0,2023,3,19,6,1,199.22,203.70014369625278
2023-09-10,2,0,0,2023,9,10,6,1,212.65,211.38200696770946
2023-08-12,8,0,0,2023,8,12,5,1,205.14,213.38437128742225
2022-11-07,5,0,0,2022,11,7,0,0,206.51,226.79131530246377
2022-01-21,8,0,0,2022,1,21,4,0,191.98,204.17534787066688
2023-05-12,8,0,0,2023,5,12,4,0,203.57,228.45779253169167
2023-02-08,7,0,1,2023,2,8,2,0,293.67,267.57129792455817
2022-11-09,5,0,0,2022,11,9,2,0,226.2,222.77814824981033
2022-05-09,9,0,0,2022,5,9,0,0,222.25,218.59901549555798
2023-12-05,1,0,0,2023,12,5,1,0,247.97,243.43971692736523
2023-12-09,8,0,1,2023,12,9,5,1,256.57,259.48862958614336
2023-01-07,5,0,0,2023,1,7,5,1,193.37,201.87001479347236
2022-01-24,6,0,0,2022,1,24,0,0,208.53,211.6912454405101
2022-08-07,4,0,0,2022,8,7,6,1,212.25,192.2165852810358
2023-08-21,2,0,1,2023,8,21,0,0,253.16,279.52154651639285
2022-08-09,10,0,0,2022,8,9,1,0,217.97,221.45423667586874
2023-01-07,10,0,0,2023,1,7,5,1,183.34,203.14610613210243
2023-06-14,7,0,0,2023,6,14,2,0,255.58,233.75127012958546
2022-03-02,7,0,0,2022,3,2,2,0,229.34,211.00435428151832
2022-09-14,9,0,0,2022,9,14,2,0,246.93,220.72796369477874
2022-09-14,2,0,0,2022,9,14,2,0,225.88,218.94143582069955
2023-10-21,9,0,0,2023,10,21,5,1,233.05,216.7106471810839
2022-02-22,10,0,0,2022,2,22,1,0,202.7,212.24106379805744
2023-03-14,9,0,0,2023,3,14,1,0,258.86,231.66170375246293
2022-07-20,9,0,0,2022,7,20,2,0,250.59,217.65690606884164
2023-02-04,6,1,0,2023,2,4,5,1,243.98,234.86422247967857
2023-07-20,5,0,0,2023,7,20,3,0,223.78,232.76977888077818
2022-10-12,4,0,1,2022,10,12,2,0,287.83,260.94954421596776
2022-08-12,6,1,0,2022,8,12,4,0,247.88,245.61707363149617
2023-04-14,2,1,0,2023,4,14,4,0,224.17,256.5944147178816
2023-06-16,6,0,0,2023,6,16,4,0,216.89,229.48288480920746
2022-02-28,3,1,0,2022,2,28,0,0,229.0,243.6645800558108
2022-07-30,9,0,1,2022,7,30,5,1,247.04,233.92587437987822
2022-12-06,3,0,1,2022,12,6,1,0,261.36,265.77196710051066
2022-10-12,2,0,0,2022,10,12,2,0,218.36,220.47696463367174
2022-05-09,1,0,0,2022,5,9,0,0,208.85,216.55726935375424
2023-09-27,2,0,0,2023,9,27,2,0,243.82,237.0817652298574
2023-12-10,10,0,0,2023,12,10,6,1,198.05,218.0303395484152
2022-04-01,7,0,0,2022,4,1,4,0,206.35,208.52671604184434
2022-06-11,2,0,0,2022,6,11,5,1,176.22,190.64167464597995
2023-08-27,4,0,0,2023,8,27,6,1,227.77,210.35691469019366
2022-10-15,9,0,0,2022,10,15,5,1,202.86,198.57031777192606
2022-01-24,7,0,1,2022,1,24,0,0,241.8,251.90860675508884
2023-01-14,10,0,1,2023,1,14,5,1,226.45,243.10824917894934
2023-02-26,9,0,0,2023,2,26,6,1,214.27,202.41983315101243
2022-11-26,5,1,0,2022,11,26,5,1,213.81,230.2884341195022
2023-04-24,2,0,0,2023,4,24,0,0,220.18,233.41728821767174
2022-08-07,6,1,0,2022,8,7,6,1,231.7,223.93048242199438
2023-12-14,9,0,0,2023,12,14,3,0,263.07,241.46829601651552
2023-02-20,6,0,0,2023,2,20,0,0,225.41,231.36710366264015
2023-02-09,9,0,1,2023,2,9,3,0,292.4,266.0751509336915
2023-05-25,2,1,0,2023,5,25,3,0,250.55,260.1365270571696
2022-04-10,4,1,0,2022,4,10,6,1,225.12,217.27793063467107
2023-07-05,4,0,0,2023,7,5,2,0,254.4,234.5211441393767
2022-10-03,1,0,0,2022,10,3,0,0,219.71,224.23491341859335
2022-07-25,7,0,1,2022,7,25,0,0,251.55,261.12177963289287
2022-11-02,2,0,0,2022,11,2,2,0,223.18,222.01249344663665
2023-05-15,2,0,0,2023,5,15,0,0,222.41,234.95281703063665
2022-10-06,2,0,0,2022,10,6,3,0,206.49,218.47038110734866
2022-06-28,6,0,0,2022,6,28,1,0,238.73,217.36230597902613
2022-12-09,4,0,1,2022,12,9,4,0,267.14,260.0074347892587
2023-10-06,6,0,0,2023,10,6,4,0,222.99,235.62500006108166
2022-11-25,2,1,0,2022,11,25,4,0,223.16,249.20278699949995
2022-10-27,8,1,0,2022,10,27,3,0,251.31,251.20515131920547
2022-10-09,1,0,0,2022,10,9,6,1,211.31,194.52198810379195
2022-11-10,2,0,0,2022,11,10,3,0,217.49,220.00590992031357
2023-08-10,2,0,1,2023,8,10,3,0,270.61,273.5017959374163
2022-08-27,2,0,0,2022,8,27,5,1,186.32,193.71273227190977
2022-07-11,4,0,0,2022,7,11,0,0,224.42,220.3939817828723
2023-12-15,8,0,0,2023,12,15,4,0,216.47,239.20649422246788
2023-04-25,3,0,0,2023,4,25,1,0,230.65,231.6659229590732
2023-11-05,9,0,0,2023,11,5,6,1,241.74,216.23959246772574
2023-06-29,2,0,0,2023,6,29,3,0,231.33,230.4685952646323
2023-09-12,1,1,0,2023,9,12,1,0,277.6,270.0365910939727
2022-04-26,9,0,0,2022,4,26,1,0,237.88,215.05690315626998
2022-10-10,3,0,0,2022,10,10,0,0,206.31,224.74534995404974
2023-10-23,2,0,0,2023,10,23,0,0,228.1,242.63046109548304
2022-04-12,9,0,0,2022,4,12,1,0,218.37,215.05690315626998
2022-04-30,3,0,0,2022,4,30,5,1,165.72,187.8258352877674
2022-07-15,3,0,0,2022,7,15,4,0,191.57,212.11242940984084
2023-10-11,5,0,0,2023,10,11,2,0,247.7,239.38294884600327
2022-06-12,4,0,0,2022,6,12,6,1,209.12,189.1455276550987
2022-01-23,4,0,0,2022,1,23,6,1,193.79,181.4678835902596
2023-11-18,10,1,0,2023,11,18,5,1,226.56,249.70485486729012
2022-09-16,5,0,1,2022,9,16,4,0,235.26,255.65606661808124
2022-09-30,5,0,0,2022,9,30,4,0,196.67,215.69392357123434
2023-08-01,2,1,0,2023,8,1,1,0,261.12,268.7562805487323
2023-07-30,1,0,0,2023,7,30,6,1,219.26,208.0557310740478
2022-06-20,4,0,0,2022,6,20,0,0,220.36,218.8584529699001
2023-07-05,2,0,0,2023,7,5,2,0,240.08,234.0107076039203
2022-04-06,9,0,0,2022,4,6,2,0,238.4,213.05031962993962
2023-08-01,7,0,1,2023,8,1,1,0,287.56,278.79105432869983
2022-07-17,9,1,1,2022,7,17,6,1,274.34,263.1227514590573
2023-06-18,3,0,1,2023,6,18,6,1,239.14,246.9927818433789
2023-03-26,4,0,0,2023,3,26,6,1,218.05,202.67927062535455
2022-09-27,1,1,0,2022,9,27,1,0,271.26,251.89626168481482
2023-09-22,1,0,0,2023,9,22,4,0,219.28,232.81337990948668
2022-10-18,8,0,0,2022,10,18,1,0,218.53,224.01485776634945
2022-06-11,5,0,0,2022,6,11,5,1,185.65,191.40732944915362
2023-07-01,5,0,0,2023,7,1,5,1,201.62,211.0831876712764
2023-06-20,9,0,0,2023,6,20,1,0,260.27,236.26829019136494
2022-01-17,7,0,1,2022,1,17,0,0,238.91,251.90860675508884
2023-01-09,6,1,0,2023,1,9,0,0,264.96,261.0350354551774
2022-12-11,10,0,0,2022,12,11,6,1,186.22,199.89001013925736
2023-08-10,3,0,0,2023,8,10,3,0,219.86,233.79487115829397
2023-12-08,6,0,0,2023,12,8,4,0,247.07,238.69605768701877
2022-05-28,9,0,0,2022,5,28,5,1,217.22,190.89267370708694
2023-10-16,3,0,0,2023,10,16,0,0,229.74,242.8856793632076
2022-01-28,1,0,0,2022,1,28,4,0,194.64,202.3888199965877
2023-08-04,3,0,0,2023,8,4,4,0,202.66,231.7882876319709
2022-10-06,6,1,0,2022,10,6,3,0,273.16,250.69471478375635
2022-01-28,10,0,0,2022,1,28,4,0,181.42,204.685784406116
2022-10-24,5,1,0,2022,10,24,0,0,233.32,256.4592470950083
2022-08-15,10,0,0,2022,8,15,0,0,196.05,223.46082020219183
2022-06-14,6,0,0,2022,6,14,1,0,226.35,217.36230597902613
2022-05-10,1,0,0,2022,5,10,1,0,219.3,214.55068582743115
2022-10-21,8,0,0,2022,10,21,4,0,196.92,217.99510718737292
2023-08-18,10,0,0,2023,8,18,4,0,211.33,233.57481550605007
2022-08-08,7,0,0,2022,8,8,0,0,214.01,222.69516539901088
2022-01-14,1,1,0,2022,1,14,4,0,218.31,233.59228060209716
2023-02-27,9,0,0,2023,2,27,0,0,234.54,232.13275846581382
2022-04-07,7,0,1,2022,4,7,3,0,249.33,250.49544261501433
2022-03-07,3,1,0,2022,3,7,0,0,228.68,245.200108868783
2022-06-25,4,0,0,2022,6,25,5,1,200.9,191.15211118142906
2022-09-26,7,0,0,2022,9,26,0,0,210.24,224.23069421198306
2022-05-13,5,1,1,2022,5,13,4,0,250.49,280.7174119717165
2022-12-22,6,1,0,2022,12,22,3,0,255.49,253.76577240969345
2022-05-31,4,0,0,2022,5,31,1,0,235.39,215.3163406306121
2023-01-10,1,0,0,2023,1,10,1,0,235.47,226.54889998472208
2022-07-26,8,0,0,2022,7,26,1,0,223.72,219.40827132744744
2023-03-10,9,0,0,2023,3,10,4,0,223.48,225.6419531734864
2022-07-29,2,0,0,2022,7,29,4,0,185.89,211.85721114211628
2023-02-19,10,0,0,2023,2,19,6,1,193.73,202.67505141873698
2022-07-13,7,0,0,2022,7,13,2,0,227.6,217.14646953339252
2023-11-19,3,0,0,2023,11,19,6,1,215.3,214.70828286137112
2023-11-03,5,0,0,2023,11,3,4,0,220.63,236.90531060632202
2023-10-21,8,0,0,2023,10,21,5,1,210.05,216.45542891335936
2022-02-26,10,0,0,2022,2,26,5,1,172.96,186.5413055359095
2022-10-24,9,0,0,2022,10,24,0,0,228.9,226.27665956040437
2023-12-05,5,0,1,2023,12,5,1,0,282.56,284.42273304511764
2023-06-14,1,0,0,2023,6,14,2,0,254.11,232.21996052323084
2022-03-06,6,1,0,2022,3,6,6,1,226.09,216.25283835715527
2022-12-19,7,0,0,2022,12,19,0,0,220.21,228.83728065088508
2023-06-24,2,0,0,2023,6,24,5,1,199.03,208.7820040551378
2023-09-24,6,0,0,2023,9,24,6,1,224.44,212.4028800386077
2023-10-27,2,0,0,2023,10,27,4,0,211.19,234.60412699018343
2023-04-16,7,0,0,2023,4,16,6,1,203.85,204.9804542415004
2022-12-26,6,0,0,2022,12,26,0,0,224.81,228.58206238316052
2022-01-11,7,0,1,2022,1,11,1,0,270.14,249.90202322876576
2022-12-04,3,0,0,2022,12,4,6,1,191.15,198.10348226517817
2022-03-01,5,0,0,2022,3,1,1,0,216.2,212.50050127239956
2023-12-13,2,0,0,2023,12,13,2,0,244.25,241.68835166875942
2022-12-11,8,0,0,2022,12,11,6,1,206.39,199.37957360380824
2023-06-22,10,0,0,2023,6,22,3,0,219.49,232.51034140643605
2022-06-11,6,0,0,2022,6,11,5,1,192.25,191.66254771687818
2023-06-28,2,0,0,2023,6,28,2,0,230.23,232.4751787909554
2022-11-20,7,0,0,2022,11,20,6,1,199.24,197.5888265231115
2022-09-10,3,0,0,2022,9,10,5,1,182.91,195.50347935260652
2022-08-14,2,0,0,2022,8,14,6,1,181.32,191.7061487455794
2022-10-16,8,0,0,2022,10,16,6,1,186.92,196.30851597787114
2023-12-24,8,0,0,2023,12,24,6,1,215.73,217.5199030129661
2023-09-08,9,0,0,2023,9,8,4,0,236.16,234.85512605129043
2022-05-12,10,1,0,2022,5,12,3,0,230.25,244.03794378982275
2023-02-08,1,0,0,2023,2,8,2,0,242.37,226.07784527135664
